Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about Plant Protection in Chilli Fruit borer Management.,Recommended to spray Triazophos 40%EC 2 ml in a liter of water.,KARNATAKA,BELGAUM,BYLAHONGAL,40:47.8
,HORTICULTURE,Fruits,Grape,"	Plant Protection	",Asked about plant protection in grapes control of thrips,Recommended to spray Dimethoate 30 EC.- 2 ml per liter of water( or )Thiomethoxam 25 WG.- 0.5 g per liter of water . but dont mix them both for spray,KARNATAKA,BELGAUM,ATHNI,08:04.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Taluk,31ï¿½ï¿½CLOUDYfeels like 32ï¿½ï¿½H -- L 22ï¿,KARNATAKA,BELGAUM,PARASGAD,51:36.0
,HORTICULTURE,Vegetables,Beans ,Cultural Practices,Asked about cultural practices  in BEANS,"Varietal descriptionVarietiesSowing timeSpacing (feet)Seeds (kg/acre)Yield (tons/acre)Bush BeanBangalore Local, Contender, Arka Komal (S - 9), Arka Suvidha (I.I.H.R.-909), Arka Anoop, Arka SharthJuly-August and October-November1.5' x 0.5'16Green pods 4.8 - 6Pole Bean : Kentucky Wonder4' x 1'6 - 8 kg.8 - 10",KARNATAKA,BELGAUM,BELGAUM,13:04.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report in taluk,DAY36ï¿½ï¿½HIRealFeelï¿½ï¿½ 39ï¿½ï¿½Precipitation 0%Times of clouds and sun; air quality will be unhealthy for sens,KARNATAKA,BELGAUM,ATHNI,51:29.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Ramdurg taluk.,Partly cloudy weather precipitation 0% there is no chances of rainfall.for more information contact Varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,RAMDURG,23:48.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report in RAIBAG aluk,Partly sunny; air quality will be unhealthy for sensitive AND Recommended to contact varuna mitra -08067735999,KARNATAKA,BELGAUM,RAYBAG,17:09.9
,AGRICULTURE,Others,Others,Weather,Asked about Weather report  of belgaum,Partly cloudy. High 35ï¿½ï¿½C. Winds W at 15 to 25 km/h.  For more information contactVARUNAMITRA 0806773,KARNATAKA,BELGAUM,BYLAHONGAL,32:31.8
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about Plant Protection in chilly,remove infected plantsRecommended to spray carbendizim 1gm per ltrdrench COC 3gm + bactinash 0.5gm per ltr of water,KARNATAKA,BELGAUM,KHANAPUR,11:15.8
,AGRICULTURE,Others,Others,Government Schemes,Asked about Pradhan Mantri Krishi Sinchai Yojana.,PMKSY funds will be provided to the eligible State Governments as per the pattern of assistance of Centrally Sponsored Schemes decided by Ministry of Finance and NITI Aayog,KARNATAKA,BELGAUM,BELGAUM,13:20.9
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about  pest management in maize.,Recommended to Spray Emamectin benzoate 5 % SG 0.5 g and  DDVP 0.5 ml per liter of water.,KARNATAKA,BELGAUM,CHIKODI,50:57.9
,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",Asked about Plant Protection in BHENDI,3.0 g. Wettable sulphur 80 WP. in a lit. water. Repeat the spray if requires 15 days after first spray.,KARNATAKA,BELGAUM,KHANAPUR,18:22.9
,AGRICULTURE,Others,Others,"	Field Preparation	",ASKED FOR GENERAL INFORTION,Flower drop : Flower drop will occur due to moisture stress and nutrition deficiency and pollination problem,KARNATAKA,BELGAUM,RAYBAG,56:55.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Taluk gokak,Precipitation 1%A blend of sun and clouds; very warm,KARNATAKA,BELGAUM,GOKAK,42:00.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,DAY38ï¿½ï¿½HIRealFeelï¿½ï¿½ 39ï¿½ï¿½Precipitation 1%A blend of sun and cloud,KARNATAKA,BELGAUM,GOKAK,52:24.5
,HORTICULTURE,Vegetables,Beans ,Seeds and Planting Material,Asked about  seed treatment in beans.,Treat the seeds with Phosphorus Solubilzing Bio fertilizers (150 g.) before sowing for getting higher yields.,KARNATAKA,BELGAUM,BELGAUM,21:53.6
,AGRICULTURE,Others,Others,Weather,Asked about Weather report of Taluk,artly Cloudy--21ï¿½ï¿½10%W 17 km/h58%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1006:0518:5106:2419:19Partly cloudy. Low 21ï¿½ï¿½C. Winds W at 15 to ,KARNATAKA,BELGAUM,HUKERI,37:59.5
,AGRICULTURE,Others,Others,Weather,Asked about  Weather report chikodi,05 May Rainfall(MM) : 0 Temp(Max/Min):32.5 /19.2  Humidity(Max/Min)51.0 /78.0  Wind:1.9,KARNATAKA,BELGAUM,CHIKODI,40:01.9
,AGRICULTURE,Others,Others,Weather,Asked about Weather report of Taluk  parasgad,05 May Rainfall(MM) : 0 Temp(Max/Min):32.5 /19.2  Humidity(Max/Min)51.0 /78.0  Wind:1.9,KARNATAKA,BELGAUM,PARASGAD,58:38.0
,AGRICULTURE,Others,Others,Weather,Asked about market rate of groundnut and maize ramdurg and weather report of ramdurg,Recommended to contact varuna mitra -08067735999maizeRAMDURGALocalMedium195Quintal190019001900GroundnutMarketVarietyGradeArrivalsUnitsMin (Rs.)Max (Rs.)Modal (Rs.)KUMTABig (With Shell)Average78Quintal420042004200DAVANAGEREGejjeAverage39Quintal349250904371HUBBALLIGejjeAverage2Quintal53295329532910% Partly cloudy. Low 24ï¿½ï¿½C. Winds W at 10 to 15 km/h.Recommended to contact varuna mitra -0806773,KARNATAKA,BELGAUM,RAMDURG,14:14.1
,AGRICULTURE,Others,Others,"	Field Preparation	",asked for general information,Animal husbandry & Veterinary Contact number 1800 425 0012 and 080 23417100,KARNATAKA,BELGAUM,ATHNI,16:22.6
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",ThripsLacerate the leaf from ventral surface.Reduction of leaf size and upward curling of such leaves.,"Spray 1.7 ml. Dimethoate 30EC.OR1.0 g. Acephate 75 SP. in alit. water when seedlings are three weeks old. 25 to 30 lit. spray solution required/nursery.Repeat the spray at 2nd, 5th, 7th and 11th weeks after transplanting. 25 to  30 lit. spray solution required/spray/acre.",KARNATAKA,BELGAUM,KHANAPUR,48:20.9
,HORTICULTURE,Vegetables,Chillies,Nutrient Management,Asked about Nutrient management inchilli,Recommended to spray NIUTRIVATE ARKA VEGETABLE SPECIAL -Dissolve @ 3g per litre of water and spray on both sides of leaf. Two sprays are recommended. For fertigation: 2 ï¿½ï¿½ï¿½ 3 kg pe,KARNATAKA,BELGAUM,KHANAPUR,12:28.8
,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",asked about general information on bhindi and control of wilt in chilli,SUGGESTED TO THE FARMER AS PER THE GUIDANCE UNDER THE HORTICULTURE POPRecommended to drench carbendazim 1 ml per liter of water at the base of the plant.,KARNATAKA,BELGAUM,KHANAPUR,56:29.7
,HORTICULTURE,Vegetables,Ridge Gourd,"	Plant Protection	","Asked about Plant Protection in Ridge gourd, Fussarium wilt Management.",Drench 1.0 g Carbendazim 50 WP. in a lit. water to the base of the plant.,KARNATAKA,BELGAUM,RAYBAG,06:12.2
,HORTICULTURE,Vegetables,Ridge Gourd,"	Plant Protection	","Asked about Plant Protection in Ridge gourd, Serpentine leaf miner Management.",Recommended to Spray 1.0 ml. Acephate 75 SP. in a lit. water.,KARNATAKA,BELGAUM,RAYBAG,08:59.3
,AGRICULTURE,Others,,Weather,Asked about weather report of Athni Taluk,Partly cloudy precipitation 0% there is no chances of rainfall today.,KARNATAKA,BELGAUM,ATHNI,55:30.0
,AGRICULTURE,Others,Others,Organic Farming,Asked about information on  organic farming,"SUGGESTED TO THE FARMER AS PER THE GUIDANCE UNDER THGE HORTICULTURE POPJeevamrutaIngredients10 kg. dung10 L. urine2 kg. black jaggery2 kg. bengal gram flour or any gram flourHandful of soil (field, paddy field or soil of garden bunds)175 L. waterRequired 250 L. of water storage capacity plastic drums or 175 L. cement tank, first add 10 kg dung followed by 2 kg jaggery, 2 kg gram flour and 10 L. of urine and soil.equired 250 L. of water storage capacity plastic drums or 175 L. cement tank, first add 10 kg dung followed by 2 kg jaggery, 2 kg gram flour and 10 L. of urine and soil.Cover the barrel / drum / cement tank containing jeevamruta with thin wet gunny bag and keep it under tree or shade. Stir the jeevamruta everyday morning and evening (two times in a day) with a stick.Once the jeevamruta prepared should be used within 9-12 days. While it is using to the land or spraying to the soil, sufficient moisture should be present in the soil. Jeevamruta should use in rainy day, higher moisture in the soil, while providing irrigation to the soil, morning due fall etc. Apply jeevamruta to the crops by giving irrigation through canal.",KARNATAKA,BELGAUM,CHIKODI,43:46.8
,AGRICULTURE,Others,Others,Weather,Asked about Weather report of Khanapur taluk,Generally clear. High 37ï¿½ï¿½C. Winds W at 15 to 25 k,KARNATAKA,BELGAUM,KHANAPUR,11:20.7
,AGRICULTURE,Others,Others,Weather,asked about worms availability for composting,suggested contact krishi vignana kendra and Raitha samparka,KARNATAKA,BELGAUM,CHIKODI,35:56.3
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,Asked about weed management in  SUGARCANE,1 kg Diuron 80%,KARNATAKA,BELGAUM,CHIKODI,37:22.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Taluk hukeri,Generally clear. Hot. High 38ï¿½ï¿½C. Winds W at 10 to 15 km/h. 0% ,KARNATAKA,BELGAUM,HUKERI,09:47.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report in taluk,UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme5:59 am6:41 pm7:02 am8:03 pm,KARNATAKA,BELGAUM,CHIKODI,34:14.8
,AGRICULTURE,Others,Others,Government Schemes,Asked about General information on apiculture,suggested to contact 09881106377,KARNATAKA,BELGAUM,ATHNI,43:05.8
,AGRICULTURE,Others,Others,Weather,Asked about Weather report of Taluk KHANAPUR,"06 May Rainfall(MM) : 0 Temp(Max/Min):0 /0  Humidity(Max/Min)0 /0  Wind:0 Cloudy weather,precipitation 0% and there is no chances of occurrence of rain. For accurate weather  information, please contact weather helplines. Varunamitra-  08067735999",KARNATAKA,BELGAUM,KHANAPUR,14:35.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report in taluk,Mostly Sunny103ï¿½ï¿½76ï¿½ï¿½0%W 8 mph20%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme6:02 am6:50 pm7:06 a,KARNATAKA,BELGAUM,ATHNI,18:24.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of hukeri taluk.,Precipitation 0% there is no rain fall next 3 days Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,HUKERI,25:29.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report in taluk,Partly cloudy. Hot. High around 100F. Winds W at 5 to 10 mph.,KARNATAKA,BELGAUM,CHIKODI,27:10.2
,AGRICULTURE,Others,Others,Weather,Asked about  Weather report,Partly cloudy. Hot. High 38ï¿½ï¿½C. Winds WSW at 10 to 15 k,KARNATAKA,BELGAUM,RAYBAG,50:22.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni taluk.,Precipitation 0% there is no rain fall next 3 days Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,ATHNI,09:47.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Partly cloudy. High 35ï¿½ï¿½C. Winds NW and varia,KARNATAKA,BELGAUM,BYLAHONGAL,11:57.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Taluk athni,Partly cloudy. Hot. High 39ï¿½ï¿½C. Winds W at 10 to 15 km/h. 0%,KARNATAKA,BELGAUM,ATHNI,14:14.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Taluk raybag,Partly cloudy. Hot. High 38ï¿½ï¿½C. Winds WSW at 10 to 15 k,KARNATAKA,BELGAUM,RAYBAG,32:29.7
,AGRICULTURE,Millets,FingerMillet  (Ragi/Mandika),Market Information,Asked about Market Price for ragi,BALLARI 02/05/2019Fine         2        220022002200BANGARPET04/05/2019Local93        250030002800,KARNATAKA,BELGAUM,BELGAUM,35:29.3
,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",asked about plant protection of groundnut,Recommended to spray chloropyriphos 2ml in one litre of water,KARNATAKA,BELGAUM,BELGAUM,36:21.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni taluk.,Precipitation 0% there is no rain fall next 3 days Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,ATHNI,45:37.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Taluk athni,Precipitation 2%Hazy; air quality will be unhealthy for sensitive groupsfor more information call 080-67735999 - VARUNA MITRA,KARNATAKA,BELGAUM,ATHNI,14:10.0
,AGRICULTURE,Others,Others,Weather,Asked about  Weather report,DAY38ï¿½ï¿½HIRealFeelï¿½ï¿½ 40ï¿½ï¿½Precipitation 1%Partly sunn,KARNATAKA,BELGAUM,RAMDURG,15:42.3
,HORTICULTURE,Vegetables,Tomato,Cultural Practices,Asked for Tomato varities,"Improved variety:Pusa Ruby, Poosa roobi, Megha (L - 15), Roma, Arka Vikas, Arka abha, Arka alok, Arka Ashish, Arka ahuthi, Arka meghali, Sankranthi, Nandhi, Vibhav, div.T.R - 6.Hybrid variety:Arka anannya, Arka rakshith and Arka samrat, Arka Rakshak, Arka abhinav",KARNATAKA,BELGAUM,CHIKODI,23:20.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of RAYBAG,Recommended to contact  ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,RAYBAG,31:17.9
,AGRICULTURE,Others,Others,Weather,Asked about  Weather report,"There is no occurence of rain today For more information  contact VARUNA MITRA - 08067735999,",KARNATAKA,BELGAUM,RAYBAG,32:54.2
,AGRICULTURE,Others,Others,Weather,contact weather helplines. Varunamitra-  08067735999,contact weather helplines. Varunamitra-  08067735999,KARNATAKA,BELGAUM,RAYBAG,33:42.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of RAYBAG,Recommended to contact  ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,RAYBAG,34:35.6
,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",ASKED FOR PLANRT PROTECTION,b)Quinalphos 25 EC -  2 ml,KARNATAKA,BELGAUM,BELGAUM,40:25.1
,AGRICULTURE,Others,Others,Weather,"Asked about weather report of Chikodi, Karnataka 10 Day Weather",Recommended to contact  ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,CHIKODI,06:08.7
,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,Asked about Market Price for Soyabeen.,MarketVarietyGradeArrivalsUnitsMin (Rs.)Max (Rs.)Modal (Rs.)BENGALURUSoyabeenAverage35Quintal440046004500,KARNATAKA,BELGAUM,HUKERI,27:01.9
,AGRICULTURE,Others,,Weather,Asked about weather report of Hukeri Taluk.,"Partly cloudy ,Precipitation 10% there is no chances of rain fall today. for more information Recommended to Contact Contact Varuna mitra -08067735999.",KARNATAKA,BELGAUM,HUKERI,29:06.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Taluk athni,Precipitation 5%Partly cloudyfor more information call 080-67735999 - VARUNA MITRA,KARNATAKA,BELGAUM,ATHNI,33:05.6
,AGRICULTURE,Condiments and Spices,Turmeric,Market Information,Asked about Market Price of turmeric,COMMODITY: TurmericMarketVarietyGradeArrivalsUnitsMin (Rs.)Max (Rs.)Modal (Rs.)NIPPANITurmericAverage59Quintal450048004800BENGALURUTurmeric StickAverage68Quintal85001400011250,KARNATAKA,BELGAUM,ATHNI,41:42.0
,AGRICULTURE,Others,Others,Weather,IRRELEVANT CALL,IRRELEVANT CALL,KARNATAKA,BELGAUM,BYLAHONGAL,48:59.2
,AGRICULTURE,Others,Others,Government Schemes,Asked about Help line.,Recommended to Contact Forest Department no080-23341481,KARNATAKA,BELGAUM,BELGAUM,26:48.9
,HORTICULTURE,Condiments and Spices,Turmeric,"	Plant Protection	",Asked about Seed treatment in Rhizome.,"Treat the rhizomes with 0.3% Mancozeb or 3 gm Captan, 0.5 gm Streptocycline, 2 ml Chloropyriphos in  1 litre water. Dip the rhizomes 4 to 8 hours before planting.",KARNATAKA,BELGAUM,RAYBAG,13:24.1
,AGRICULTURE,Others,Others,Weather,Asked about Weather report,"Intervals of clouds and sunshine, a thunderstorm in parts of the area in the afternoon",KARNATAKA,BELGAUM,ATHNI,09:07.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of chikodi,Generally clear. High 37ï¿½ï¿½C. Winds W at 15 to 30 km/h.varuna mitra help line: 080-6773,KARNATAKA,BELGAUM,CHIKODI,54:24.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of khanapur taluk,Precipitation 10% there is no rain fall next 3 days Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,KHANAPUR,34:32.5
,HORTICULTURE,Plantation Crops,Coconut,Nutrient Management,Asked about Nutrient management in coconut.,Recommended to Apply:- Borax @ 30g/palm to control nuts shedding in coconut.,KARNATAKA,BELGAUM,KHANAPUR,35:58.2
,AGRICULTURE,Others,Others,Weather,asked about poly house training,"D.D.H.Belgaum0831-2407296, S.A.D.H.(SS), Belgaum0831-2451421",KARNATAKA,BELGAUM,BELGAUM,44:57.9
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about Plant Protection in CHILLI,Recommended to spray Imidacloprid 17.8 SL.- 0.5 ml per lit. water,KARNATAKA,BELGAUM,BELGAUM,07:10.3
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about Plant Protection in chillies,"Recommended to  Spray 1.0 g. Carbendazim 50 WP.OR 3.0 g. Wettable sulphur/lit. water for powdery mildew and 0.3 ml. Imidacloprid 17.8 SL./lit. water. Repeat the spray at an interval of 10 days, around 200 lit. spray solution/acre/spray for yellowing and curling of leaves",KARNATAKA,BELGAUM,KHANAPUR,44:51.1
,AGRICULTURE,,,Weather,Asked about Weather report of CHIKODI,Generally clear. High 37ï¿½ï¿½C. Winds W at 15 to 30 km/h.WINDW 24 km/hHUMIDITY35%UV INDEX Ext,KARNATAKA,BELGAUM,CHIKODI,52:27.6
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",how to control weeds in sugarcane which is 4 months old?,Suggested to go for hand weeding and ALSO SUGGESTED TO CONTACT  GKVK  ATIC HELPLINE NUMBER 099644 44612,KARNATAKA,BELGAUM,RAMDURG,59:27.8
,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Plant protection (Diseases),"Spray any one of the following fungicides per lit. water.a)     Zineb 75WP. - 2.0 g.b)    Copper oxychloride 50WP.- 3.0 g.c)     Chlorothalonil 70WP.- 2.0 g.d)    Carbendazim 50WP. - 1.0 g.50, 65 and 80 days after sowing. 300 lit. spray mixture/acre.",KARNATAKA,BELGAUM,GOKAK,59:40.1
,AGRICULTURE,Others,Others,Weather,Asked about Weather report of ATHNI,Generally clear. Hot. High 39ï¿½ï¿½C. Winds W at 15 to 30 km/h.WINDW 22 km/hHUMIDITY23%UV INDEX ExtremeSUN06:011,KARNATAKA,BELGAUM,ATHNI,50:53.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report in Raybag taluk,Generally clear. Hot. High 37ï¿½ï¿½C. Winds W at 15 to 30 k,KARNATAKA,BELGAUM,RAYBAG,01:11.9
,AGRICULTURE,Others,Others,Market Information,Asked about market report of,alAverage4Quintal 580060005900COMMODITY: BengalgramMarketVarietyGradeArrivalsUnitsMin (Rs.)Max (Rs.)Modal (Rs.)BAGALKOTAverage(Whole)Medium7Quintal 412944834424BALLARIAverage(Whole)Average38Quintal 230946364077BENGALURUAverage(Whole)Average847Quintal 500056005300BIDARAverage(Whole)Average749Quintal 351943994250CHITRADURGAAverage(Whole)Average300Quintal 410947814626GADAGAverage(Whole)Average1902Quintal 210747164523KALABURAGIAverage(Whole)Average1094Quintal 400045394452LINGASARGURAverage(Whole)Average251Quintal 470047004700MANDYAAverage(Whole)Average1Quintal 500050005000MUNDARGIAverage(Whole)Average8Quintal 225044063405MYSURUAverage(Whole)Average214Quintal 460052004900VIJAYAPURAAverage(Whole)Average160Quintal 420045004400YADGIRAverage(Whole)Average117Quintal 450945504509BIDARJawari/LocalAverage5Quintal 455545554555DHARWARJawari/LocalAverage90Quintal 400045754512HUBBALLIJawari/LocalAverage111Quintal 236946114251LAXMESHWARJawari/LocalAverage26Quintal 386946114268RAICHURJawari/LocalAverage617Quintal 330946394469SHIVAMOGGAJawari/LocalAverage1Quintal 480055005150,KARNATAKA,BELGAUM,BELGAUM,12:55.6
